year,county,crop,yield_bu_acre,acres_planted,acres_harvested,opt_temp_min,opt_temp_max,opt_precip,stage_duration_days,temp_deviation,precip_deviation,water_stress_indicator,total_extreme_weather_days,hail_events,tornado_events,high_wind_events,thunder_events,GDD,precip_total,precip_avg,precip_max,Temp_avg,TempMAX_avg,TempMIN_avg,Snow_total,SnowDepth_avg,WindSpeed_avg,avg_ph,avg_organic_matter_pct,avg_water_capacity,avg_bulk_density,avg_clay_pct,avg_sand_pct,avg_silt_pct,avg_cation_exchange_capacity,avg_saturated_hydraulic_conductivity,avg_soil_temperature_0_to_7cm,avg_soil_temperature_7_to_28cm,avg_soil_moisture_0_to_7cm,avg_soil_moisture_7_to_28cm,crop_encoded
2019,ALLEN,soybean,52.79999999999999,82200.0,81900.0,19.0,26.0,91.66666666666667,50.333333333333336,48.54333333333333,85.94666666666667,0.638,13.333333333333334,0.0,0.0,0.0,13.333333333333334,35.53,5.72,0.12152696921822807,1.45,71.04663795528816,81.43212067435671,61.0631722466293,0.0,0.0,7.243015307925929,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,ASHLAND,corn,145.7,40000.0,35000.0,16.333333333333332,25.0,113.33333333333333,52.0,47.74166666666667,107.48333333333333,0.6383333333333333,11.333333333333334,0.0,0.0,0.0,11.333333333333334,34.20333333333333,5.8500000000000005,0.1144131202296015,1.0266666666666666,68.40915662452664,79.10941072421149,58.40566686107483,0.0,0.0,7.47981944684032,6.32655172676876,4.44999999424507,0.195937500069184,1.37733668575634,21.1364101996789,24.8887931149581,53.1446483740384,17.785294083988,11.269339621067,12.6464,12.5221,0.3115,0.3026,0
2019,ASHLAND,soybean,49.20000000000001,36000.0,35700.0,19.0,26.0,91.66666666666667,50.333333333333336,47.72,86.45,0.6433333333333334,10.333333333333334,0.0,0.0,0.0,10.333333333333334,34.82333333333333,5.216666666666666,0.11007643142092464,1.0366666666666668,70.22016866131395,80.57013006687299,59.649800535272426,0.0,0.0,7.387109781346261,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,ASHTABULA,soybean,46.4,30100.0,30000.0,19.0,26.0,91.66666666666667,50.333333333333336,44.49,83.31,0.6086666666666667,13.333333333333334,0.0,0.0,0.0,13.333333333333334,33.026666666666664,8.356666666666667,0.17636498077491866,1.6733333333333331,66.99065798111397,77.98016894987052,56.05433520173711,0.0,0.0,7.133186926944691,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,AUGLAIZE,soybean,48.79999999999999,97500.0,97000.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,CARROLL,oats,51.79999999999999,1400.0,600.0,13.333333333333334,21.0,68.33333333333333,33.333333333333336,1.9002599090318402,1.7530777777777777,1.0,0.0,0.0,0.0,0.0,0.0,12.763271604938273,7.1933333333333325,0.21727777777777776,1.14,62.89388888888889,71.07777777777778,54.49719298245614,0.0,0.1,10.146355555555557,5.68601043483754,6.101170823232859,0.191269301426645,1.3102549824281349,18.6246478792647,25.3664921316177,54.65669821950695,16.8633334159851,14.97125351314595,12.0114,11.8689,0.33304999999999996,0.32845,1
2019,CHAMPAIGN,soybean,45.79999999999999,88500.0,88000.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,CLARK,soybean,44.1,65500.0,65200.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,CLINTON,soybean,55.9,97000.0,96300.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,COLUMBIANA,soybean,40.2,23000.0,22800.0,19.0,26.0,91.66666666666667,50.333333333333336,44.49,83.31,0.6086666666666667,13.333333333333334,0.0,0.0,0.0,13.333333333333334,33.026666666666664,8.356666666666667,0.17636498077491866,1.6733333333333331,66.99065798111397,77.98016894987052,56.05433520173711,0.0,0.0,7.133186926944691,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,COSHOCTON,oats,62.5,1000.0,400.0,13.333333333333334,21.0,68.33333333333333,33.333333333333336,1.9002599090318402,1.7530777777777777,1.0,0.0,0.0,0.0,0.0,0.0,12.763271604938273,7.1933333333333325,0.21727777777777776,1.14,62.89388888888889,71.07777777777778,54.49719298245614,0.0,0.1,10.146355555555557,5.68601043483754,6.101170823232859,0.191269301426645,1.3102549824281349,18.6246478792647,25.3664921316177,54.65669821950695,16.8633334159851,14.97125351314595,12.0114,11.8689,0.33304999999999996,0.32845,1
2019,CRAWFORD,corn,178.9,68000.0,64000.0,16.333333333333332,25.0,113.33333333333333,52.0,50.38333333333333,106.01333333333334,0.612,11.333333333333334,0.0,0.0,0.0,11.333333333333334,35.65,7.32,0.15493005403352308,1.6766666666666667,71.04893335633373,81.16242117570391,61.30022918098039,0.0,0.0,7.598582956154112,6.32655172676876,4.44999999424507,0.195937500069184,1.37733668575634,21.1364101996789,24.8887931149581,53.1446483740384,17.785294083988,11.269339621067,12.6464,12.5221,0.3115,0.3026,0
2019,CRAWFORD,soybean,53.4,88000.0,87600.0,19.0,26.0,91.66666666666667,50.333333333333336,49.6,85.27,0.6276666666666667,10.0,0.0,0.0,0.0,10.0,36.17333333333333,6.396666666666666,0.14294807424560493,1.6766666666666667,72.09872241579559,82.21487004133571,62.34919673065409,0.0,0.0,7.487499008086798,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,DARKE,soybean,47.0,150000.0,149100.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,DEFIANCE,corn,160.0,12000.0,7000.0,16.333333333333332,25.0,113.33333333333333,52.0,48.96,106.71,0.6266666666666666,14.333333333333334,0.0,0.0,0.0,14.333333333333334,34.85333333333333,6.623333333333332,0.13568690421779458,1.45,69.62540011147165,79.9663208362745,59.70566330148873,0.0,0.0,7.334941910292952,6.32655172676876,4.44999999424507,0.195937500069184,1.37733668575634,21.1364101996789,24.8887931149581,53.1446483740384,17.785294083988,11.269339621067,12.6464,12.5221,0.3115,0.3026,0
2019,DELAWARE,soybean,42.5,63500.0,63200.0,19.0,26.0,91.66666666666667,50.333333333333336,49.6,85.27,0.6276666666666667,10.0,0.0,0.0,0.0,10.0,36.17333333333333,6.396666666666666,0.14294807424560493,1.6766666666666667,72.09872241579559,82.21487004133571,62.34919673065409,0.0,0.0,7.487499008086798,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,ERIE,corn,175.6,22000.0,20500.0,16.333333333333332,25.0,113.33333333333333,52.0,47.74166666666667,107.48333333333333,0.6383333333333333,11.333333333333334,0.0,0.0,0.0,11.333333333333334,34.20333333333333,5.8500000000000005,0.1144131202296015,1.0266666666666666,68.40915662452664,79.10941072421149,58.40566686107483,0.0,0.0,7.47981944684032,6.32655172676876,4.44999999424507,0.195937500069184,1.37733668575634,21.1364101996789,24.8887931149581,53.1446483740384,17.785294083988,11.269339621067,12.6464,12.5221,0.3115,0.3026,0
2019,ERIE,soybean,51.5,34500.0,34300.0,19.0,26.0,91.66666666666667,50.333333333333336,47.72,86.45,0.6433333333333334,10.333333333333334,0.0,0.0,0.0,10.333333333333334,34.82333333333333,5.216666666666666,0.11007643142092464,1.0366666666666668,70.22016866131395,80.57013006687299,59.649800535272426,0.0,0.0,7.387109781346261,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,FAIRFIELD,soybean,53.79999999999999,67000.0,66700.0,19.0,26.0,91.66666666666667,50.333333333333336,49.6,85.27,0.6276666666666667,10.0,0.0,0.0,0.0,10.0,36.17333333333333,6.396666666666666,0.14294807424560493,1.6766666666666667,72.09872241579559,82.21487004133571,62.34919673065409,0.0,0.0,7.487499008086798,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,FAYETTE,soybean,51.9,109500.0,109000.0,19.0,26.0,91.66666666666667,50.333333333333336,49.6,85.27,0.6276666666666667,10.0,0.0,0.0,0.0,10.0,36.17333333333333,6.396666666666666,0.14294807424560493,1.6766666666666667,72.09872241579559,82.21487004133571,62.34919673065409,0.0,0.0,7.487499008086798,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,FULTON,corn,176.6,37000.0,35000.0,16.333333333333332,25.0,113.33333333333333,52.0,48.96,106.71,0.6266666666666666,14.333333333333334,0.0,0.0,0.0,14.333333333333334,34.85333333333333,6.623333333333332,0.13568690421779458,1.45,69.62540011147165,79.9663208362745,59.70566330148873,0.0,0.0,7.334941910292952,6.32655172676876,4.44999999424507,0.195937500069184,1.37733668575634,21.1364101996789,24.8887931149581,53.1446483740384,17.785294083988,11.269339621067,12.6464,12.5221,0.3115,0.3026,0
2019,FULTON,soybean,50.5,66000.0,65600.0,19.0,26.0,91.66666666666667,50.333333333333336,48.54333333333333,85.94666666666667,0.638,13.333333333333334,0.0,0.0,0.0,13.333333333333334,35.53,5.72,0.12152696921822807,1.45,71.04663795528816,81.43212067435671,61.0631722466293,0.0,0.0,7.243015307925929,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,GEAUGA,oats,48.0,500.0,400.0,13.333333333333334,21.0,68.33333333333333,33.333333333333336,1.9002599090318402,1.6029355555555551,1.0,0.0,0.0,0.0,0.0,0.0,12.763271604938273,6.170000000000001,0.2212946127946127,1.6133333333333333,62.89388888888889,71.07777777777778,54.49719298245614,0.0,0.0,10.146355555555557,5.68601043483754,6.101170823232859,0.191269301426645,1.3102549824281349,18.6246478792647,25.3664921316177,54.65669821950695,16.8633334159851,14.97125351314595,12.0114,11.8689,0.33304999999999996,0.32845,1
2019,GREENE,soybean,50.6,63500.0,63300.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,HANCOCK,soybean,47.9,114500.0,113200.0,19.0,26.0,91.66666666666667,50.333333333333336,48.54333333333333,85.94666666666667,0.638,13.333333333333334,0.0,0.0,0.0,13.333333333333334,35.53,5.72,0.12152696921822807,1.45,71.04663795528816,81.43212067435671,61.0631722466293,0.0,0.0,7.243015307925929,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
2019,HARDIN,soybean,47.9,77500.0,76900.0,19.0,26.0,91.66666666666667,50.333333333333336,48.550000000000004,86.34333333333332,0.6353333333333334,12.0,0.3333333333333333,0.0,0.0,11.666666666666666,35.800000000000004,5.323333333333333,0.12928030385006598,1.5466666666666669,71.04821058858326,81.08191399571494,61.59837614791409,0.0,0.0,8.701735126712402,6.33916082248821,4.312103174981621,0.197142855344074,1.3825198968740748,21.1944444444444,24.8259258937443,53.1446483740384,17.785294083988,10.8162963081289,12.688649999999999,12.5503,0.31174999999999997,0.30355,2
