year,county,stage,station_id,yield_bu_acre,acres_planted,acres_harvested,opt_temp_min,opt_temp_max,opt_precip,stage_duration_days,stage_start_date,stage_end_date,precip_total,precip_avg,precip_max,Temp_avg,TempMAX_avg,TempMIN_avg,Snow_total,SnowDepth_avg,WindSpeed_avg,temp_deviation,precip_deviation,water_stress_indicator,hail_events,tornado_events,high_wind_events,thunder_events,total_extreme_weather_days,GDD
2019,ASHLAND,germination,USW00014820,145.7,40000,35000,10,15,40,30,4/25/19,5/25/19,3.5,0.11290322580645161,0.88,,70.90322580645162,50.483870967741936,0,,8.428709677419356,,36.5,0.612,0,0,0,8,8,30.24
2019,ASHLAND,vegetative,USW00014820,145.7,40000,35000,18,30,125,50,5/26/19,7/15/19,7.23,0.14176470588235296,1.02,,82.45098039215686,62.90196078431372,0,,7.355294117647058,,117.77,0.642,0,0,0,14,14,36.45
2019,ASHLAND,reproductive,USW00014820,145.7,40000,35000,21,30,175,76,7/16/19,9/30/19,6.820000000000001,0.088571429,1.18,,83.97402597402598,61.83116883116883,0,,6.655454545454546,,168.18,0.661,0,0,0,12,12,35.92
2019,CRAWFORD,germination,USW00014821,178.9,68000,64000,10,15,40,30,4/25/19,5/25/19,5.980000000000001,0.19290322580645167,1.35,63.45161290322581,73.45161290322581,54,0,0,8.587419354838708,50.95,34.02,0.55,0,0,0,6,6,32
2019,CRAWFORD,vegetative,USW00014821,178.9,68000,64000,18,30,125,50,5/26/19,7/15/19,9.72,0.19058823529411767,2.38,74.05882352941177,83.49019607843137,64.70588235294117,0,0,7.302745098039215,50.06,115.28,0.622,0,0,0,14,14,37.35
2019,CRAWFORD,reproductive,USW00014821,178.9,68000,64000,21,30,175,76,7/16/19,9/30/19,6.26,0.081298701,1.3,75.63636363636364,86.54545454545455,65.19480519,0,0,6.905584415584414,50.14,168.74,0.664,0,0,0,14,14,37.6
2019,DEFIANCE,germination,USW00014838,160,12000,7000,10,15,40,30,4/25/19,5/25/19,4.409999999999999,0.14225806451612902,0.94,61.516129032258064,71.67741935,51.25806451612903,0,0,8.261935483870966,49.02,35.59,0.59,0,0,0,7,7,30.63
2019,DEFIANCE,vegetative,USW00014838,160,12000,7000,18,30,125,50,5/26/19,7/15/19,9.669999999999998,0.18960784313725487,2.65,73.45098039215686,83.11764705882354,64.27450980392157,0,0,7.215098039215684,49.45,115.33,0.623,0,0,0,16,16,37.14
2019,DEFIANCE,reproductive,USW00014838,160,12000,7000,21,30,175,76,7/16/19,9/30/19,5.790000000000001,0.075194805,0.76,73.90909091,85.1038961,63.58441558441559,0,0,6.527792207792207,48.41,169.21,0.667,0,0,0,20,20,36.79
2019,ERIE,germination,USW00014820,175.6,22000,20500,10,15,40,30,4/25/19,5/25/19,3.5,0.11290322580645161,0.88,,70.90322580645162,50.483870967741936,0,,8.428709677419356,,36.5,0.612,0,0,0,8,8,30.24
2019,ERIE,vegetative,USW00014820,175.6,22000,20500,18,30,125,50,5/26/19,7/15/19,7.23,0.14176470588235296,1.02,,82.45098039215686,62.90196078431372,0,,7.355294117647058,,117.77,0.642,0,0,0,14,14,36.45
2019,ERIE,reproductive,USW00014820,175.6,22000,20500,21,30,175,76,7/16/19,9/30/19,6.820000000000001,0.088571429,1.18,,83.97402597402598,61.83116883116883,0,,6.655454545454546,,168.18,0.661,0,0,0,12,12,35.92
2019,FULTON,germination,USW00014838,176.6,37000,35000,10,15,40,30,4/25/19,5/25/19,4.409999999999999,0.14225806451612902,0.94,61.516129032258064,71.67741935,51.25806451612903,0,0,8.261935483870966,49.02,35.59,0.59,0,0,0,7,7,30.63
2019,FULTON,vegetative,USW00014838,176.6,37000,35000,18,30,125,50,5/26/19,7/15/19,9.669999999999998,0.18960784313725487,2.65,73.45098039215686,83.11764705882354,64.27450980392157,0,0,7.215098039215684,49.45,115.33,0.623,0,0,0,16,16,37.14
2019,FULTON,reproductive,USW00014838,176.6,37000,35000,21,30,175,76,7/16/19,9/30/19,5.790000000000001,0.075194805,0.76,73.90909091,85.1038961,63.58441558441559,0,0,6.527792207792207,48.41,169.21,0.667,0,0,0,20,20,36.79
2019,LUCAS,germination,USW00014838,182.6,12000,11500,10,15,40,30,4/25/19,5/25/19,4.409999999999999,0.14225806451612902,0.94,61.516129032258064,71.67741935,51.25806451612903,0,0,8.261935483870966,49.02,35.59,0.59,0,0,0,7,7,30.63
2019,LUCAS,vegetative,USW00014838,182.6,12000,11500,18,30,125,50,5/26/19,7/15/19,9.669999999999998,0.18960784313725487,2.65,73.45098039215686,83.11764705882354,64.27450980392157,0,0,7.215098039215684,49.45,115.33,0.623,0,0,0,16,16,37.14
2019,LUCAS,reproductive,USW00014838,182.6,12000,11500,21,30,175,76,7/16/19,9/30/19,5.790000000000001,0.075194805,0.76,73.90909091,85.1038961,63.58441558441559,0,0,6.527792207792207,48.41,169.21,0.667,0,0,0,20,20,36.79
2019,PUTNAM,germination,USW00014838,169.5,44000,41000,10,15,40,30,4/25/19,5/25/19,4.409999999999999,0.14225806451612902,0.94,61.516129032258064,71.67741935,51.25806451612903,0,0,8.261935483870966,49.02,35.59,0.59,0,0,0,7,7,30.63
